"rowname","Estimate_BP","Est.Error_BP","Q2.5_BP","Q97.5_BP","Estimate_W","Est.Error_W","Q2.5_W","Q97.5_W"
"TAdiffstd_Intercept",-0.0902761331846908,0.0821305357199037,-0.252670574473153,0.0726071364368413,0.071159471550324,0.0618790664131926,-0.0557585990979223,0.190388446388669
"pHstd_Intercept",0.130924235153337,0.0313029477033204,0.0708143482285462,0.193719721224966,-0.170590306481087,0.0246983978159838,-0.218749584593716,-0.121723237291466
"DICdiffstd_Intercept",-0.379191157039856,0.384773126522018,-1.09443527828923,0.380119526217131,0.849386999601332,0.173263139076691,0.512416738137602,1.1940141901778
"Tempinstd_Intercept",1.3443809043022,0.0613844490521969,1.22481047609387,1.46169266966537,0.740980894818305,0.0687182758576718,0.607286303562208,0.876877050148359
"logNNstd_Intercept",0.166920809993763,0.0270870844766376,0.112481510494614,0.219986940019754,-0.224495537074389,0.02401707885169,-0.273186951431692,-0.17755858343255
"TAdiffstd_pHstd",0.590223297272743,0.0787404583779961,0.429870084070986,0.748470796360502,0.250892205387716,0.100468135850709,0.0542249381079511,0.447148519158752
"TAdiffstd_Tempinstd",-0.0901943265794736,0.0851426821132063,-0.251646824972008,0.0750015166998964,0.211609110551608,0.0884777950468435,0.0362016812767362,0.379347915769457
"pHstd_DICdiffstd",0.932352624075366,0.027927898833954,0.878632297108044,0.987249797875477,0.95224139847323,0.0302690072795997,0.892383844545169,1.01148427658561
"pHstd_logSGDstd",0.171408283927726,0.0322258142736886,0.108052385869795,0.237146490022767,-0.116854663325255,0.0262103094932133,-0.167976909423095,-0.0650744398752839
"DICdiffstd_DayNightNight",-0.737943437945465,0.296340800081512,-1.32281223485408,-0.160826648142061,-1.34836269316082,0.196201436103068,-1.74456900626754,-0.9633358068175
"DICdiffstd_TideLowTide",-0.562959670284204,0.205973613054779,-0.973134801444168,-0.177647200933299,-0.342238743450621,0.164554229187264,-0.667556750745009,-0.0193487796850472
"DICdiffstd_logNNstd",0.41050183470721,0.173765764426939,0.0539570039671306,0.73435859427197,-0.0811540460523884,0.181881574760889,-0.440606489039659,0.267815762984013
"DICdiffstd_SeasonSpring",2.01053509265426,0.334797315615781,1.35294332066257,2.63961277844158,-0.586759178008337,0.153594119620744,-0.887253424037349,-0.292722831715542
"DICdiffstd_Tempinstd",1.00297693932828,0.221610845183529,0.573519583011898,1.41992483485731,0.260542416530391,0.0934701277234378,0.0782454254463183,0.445837871807527
"DICdiffstd_DayNightNight:TideLowTide",0.56176936362347,0.27761103690142,0.0358595470642376,1.10241051990861,0.892075052704666,0.202869477264776,0.492609593876893,1.29174813411115
"DICdiffstd_DayNightNight:logNNstd",-0.631789850968175,0.207411252697435,-1.02774517245418,-0.207331736234269,0.0241879473183418,0.237938610834152,-0.454020066383794,0.47996114748577
"DICdiffstd_TideLowTide:logNNstd",-0.741602139948975,0.186509588970731,-1.10007220194701,-0.356469986733963,0.412839829091623,0.192432824290096,0.0289776628221097,0.787294326654741
"DICdiffstd_SeasonSpring:Tempinstd",0.189578382692018,0.157745684727272,-0.114832214095897,0.499954169163256,-0.0793965830664774,0.0946239880856281,-0.266457523970829,0.105262540381557
"DICdiffstd_DayNightNight:TideLowTide:logNNstd",0.698777699766636,0.228232740368146,0.245756918513981,1.13292840239421,-0.18572264017851,0.250696915863852,-0.664915532728993,0.316226182550201
"Tempinstd_DayNightNight",-0.763146425534081,0.0864829348527517,-0.932000530495691,-0.593607153562389,-0.60932082502354,0.093780568455551,-0.794378638984083,-0.433174880129548
"Tempinstd_logSGDstd",-0.239098946601415,0.0710823963921641,-0.37952964929612,-0.0955669866767735,-0.5079341001694,0.0756816360102212,-0.655910218629465,-0.356881256320285
"Tempinstd_SeasonSpring",-1.44366906785727,0.0959324784308637,-1.62933917414796,-1.24895860592919,-1.34937624220003,0.0951222079570385,-1.53599765885307,-1.15974392807125
"Tempinstd_DayNightNight:logSGDstd",0.299545641656363,0.094646564219323,0.112282663630152,0.485794330722117,0.158414994035421,0.0927275322187044,-0.0191673037179748,0.340553107604762
"Tempinstd_DayNightNight:SeasonSpring",-0.256292524710351,0.13105273160891,-0.514215435850545,0.00393706663673649,-0.0826948377279491,0.134562067876032,-0.342947459974444,0.174658751329553
"Tempinstd_logSGDstd:SeasonSpring",0.0800749590805663,0.0925441771593771,-0.110185542665396,0.262606164250292,0.100435293879203,0.0987023108433351,-0.0898692758784228,0.30083406074072
"Tempinstd_DayNightNight:logSGDstd:SeasonSpring",-0.145144643197581,0.133218024466438,-0.401738679879407,0.119921241775416,0.0154032721466179,0.135326957498164,-0.246774226998635,0.278993349042357
"logNNstd_logSGDstd",1.07213624176123,0.0259150088902741,1.02126464111474,1.12389595035196,0.678457127888548,0.0256063332859406,0.629588051696006,0.727391400699213
